,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
52590,SO - 0009363,2017-05-30,Zoonder Group,Product 26,Wholesale,9,2278.0,20502.0,1161.78,FL,Broward County,Florida,South,26.24453,-80.20644,5685138.2700000005
52591,SO - 0009000,2017-05-30,Thoughtmix Ltd,Product 17,Wholesale,9,5313.1,47817.9,3028.467,CA,Los Angeles County,California,West,33.83585,-118.34063,2119616.824
52592,SO - 000250,2017-05-30,Wordware Company,Product 13,Wholesale,11,3993.2000000000003,43925.200000000004,3314.356,CA,Orange County,California,West,33.88863,-117.81311,3720639.645
52593,SO - 000349,2017-05-30,Fivechat Company,Product 5,Export,8,1165.8,9326.4,827.718,CA,Kern County,California,West,35.37329,-119.01871,3925424.5420000004
52594,SO - 000693,2017-05-30,Gigabox Group,Product 18,Wholesale,5,5567.7,27838.5,3229.2659999999996,CA,Los Angeles County,California,West,34.69804,-118.13674,2309499.045
52595,SO - 0001677,2017-05-30,US Ltd,Product 14,Export,5,3839.1,19195.5,2764.152,NJ,Middlesex County,New Jersey,Northeast,40.50677,-74.26542,4028698.4090000005
52596,SO - 0003080,2017-05-30,SHISEIDO Ltd,Product 26,Wholesale,11,1728.6000000000001,19014.600000000002,1175.448,CA,San Bernardino County,California,West,34.53611,-117.29116,5685138.2700000005
52597,SO - 0003517,2017-05-30,Natures Group,Product 29,Export,10,1112.2,11122.0,934.248,OR,Benton County,Oregon,West,44.56457,-123.26204,594471.5700000001
52598,SO - 0003700,2017-05-30,Skyble Corp,Product 12,Wholesale,8,5413.6,43308.8,3735.384,TN,Sumner County,Tennessee,South,36.30477,-86.62,1356976.996
52599,SO - 0005097,2017-05-30,Zoomzone Corp,Product 4,Distributor,12,2505.8,30069.600000000002,1954.5240000000001,MO,Jackson County/Clay County,Missouri,Midwest,39.08547,-94.3521,2885560.824
52600,SO - 0005760,2017-05-30,Wise Company,Product 6,Wholesale,7,2398.6,16790.2,1750.9779999999998,CT,New Haven County,Connecticut,Northeast,41.39733,-72.92223,1672229.416
52601,SO - 0006359,2017-05-30,SAFEWAY Ltd,Product 30,Wholesale,5,1956.4,9782.0,1545.556,IL,DuPage County,Illinois,Midwest,41.77193,-88.09209,1011609.684
52602,SO - 0008784,2017-05-30,BTA Corp,Product 14,Distributor,10,2398.6,23986.0,1631.048,AZ,Yuma County,Arizona,West,32.72532,-114.6244,4028698.4090000005
52603,SO - 0009677,2017-05-30,Omba Group,Product 5,Distributor,8,757.1,6056.8,499.68600000000004,CT,New Haven County,Connecticut,Northeast,41.53678,-72.79454,3925424.5420000004
52604,SO - 0010760,2017-05-30,Terumo Corp,Product 13,Wholesale,8,2311.5,18492.0,1525.5900000000001,CA,Los Angeles County,California,West,34.05223,-118.24368,3720639.645
52605,SO - 000689,2017-05-31,Gigabox Group,Product 2,Wholesale,7,884.4,6190.8,566.016,TX,Tarrant County,Texas,South,32.83707,-97.08195,3050087.565
52606,SO - 0003739,2017-05-31,Geiss Company,Product 2,Wholesale,10,167.5,1675.0,110.55000000000001,NY,Nassau County,New York,Northeast,40.63396,-73.6091,3050087.565
52607,SO - 0004601,2017-05-31,Eayo Company,Product 24,Wholesale,8,1125.6000000000001,9004.800000000001,574.056,CA,Orange County,California,West,33.78779,-117.85311,756557.97
52608,SO - 0005750,2017-05-31,Flipstorm Group,Product 3,Distributor,5,1058.6000000000001,5293.000000000001,624.5740000000001,NC,Cabarrus County,North Carolina,South,35.40875,-80.57951,2642352.432
52609,SO - 0010009,2017-05-31,Tagfeed Ltd,Product 1,Export,9,783.9,7055.099999999999,509.535,VA,Roanoke city,Virginia,South,37.27097,-79.94143,3016489.209
52610,SO - 0010055,2017-05-31,Mydeo Ltd,Product 20,Wholesale,10,227.8,2278.0,95.676,NJ,Ocean County,New Jersey,Northeast,39.99426,-74.16615,2067108.1199999999
52611,SO - 0003087,2017-05-31,Gabvine Ltd,Product 14,Distributor,8,1695.1000000000001,13560.800000000001,915.3540000000002,UT,Salt Lake County,Utah,West,40.59161,-111.8841,4028698.4090000005
52612,SO - 0004406,2017-05-31,Roberts Company,Product 26,Wholesale,8,2398.6,19188.8,1295.2440000000001,IN,Vanderburgh County,Indiana,Midwest,37.97476,-87.55585,5685138.2700000005
52613,SO - 0004854,2017-05-31,Zoomzone Corp,Product 19,Export,7,1118.9,7832.300000000001,760.8520000000001,CA,Orange County,California,West,33.52253,-117.70755,1645841.6
52614,SO - 0005382,2017-05-31,Deseret Group,Product 14,Wholesale,9,5956.3,53606.700000000004,4467.225,MI,Washtenaw County,Michigan,Midwest,42.21368,-83.59918,4028698.4090000005
52615,SO - 0009700,2017-05-31,Twinte Group,Product 15,Wholesale,5,194.3,971.5,102.97900000000001,IA,Madison County/Warren County/Dallas County/Polk County,Iowa,Midwest,41.54994,-93.78135,3299478.315
52616,SO - 0001800,2017-05-31,Roomm Company,Product 13,Distributor,6,180.9,1085.4,130.248,UT,Salt Lake County,Utah,West,40.60967,-111.9391,3720639.645
52617,SO - 0002771,2017-05-31,Family Corp,Product 8,Wholesale,7,5205.900000000001,36441.3,4372.956,MN,Hennepin County,Minnesota,Midwest,44.8408,-93.29828,1085037.3290000001
52618,SO - 0003014,2017-05-31,Wise Company,Product 16,Export,8,3289.7000000000003,26317.600000000002,2039.6140000000003,NJ,Ocean County,New Jersey,Northeast,40.07706,-74.20037,2062061.144
52619,SO - 0007567,2017-05-31,American Corp,Product 9,Wholesale,5,1105.5,5527.5,729.63,MD,Montgomery County,Maryland,South,38.98067,-77.10026,710415.405
52620,SO - 0001652,2017-05-31,Rhynoodle Ltd,Product 11,Distributor,10,2706.8,27068.0,1651.1480000000001,FL,Pinellas County,Florida,South,27.90947,-82.78732,1230458.484
52621,SO - 0007904,2017-05-31,Aldi Ltd,Product 2,Export,7,187.6,1313.2,123.816,WA,King County/Pierce County,Washington,West,47.30377,-122.21,3050087.565
52622,SO - 0008424,2017-05-31,Oozz Group,Product 6,Wholesale,9,3832.4,34491.6,2069.496,MD,Montgomery County,Maryland,South,39.17316,-77.27165,1672229.416
52623,SO - 0008431,2017-05-31,Centizu Company,Product 4,Distributor,7,2606.3,18244.100000000002,1172.835,IL,DuPage County,Illinois,Midwest,41.86614,-88.10701,2885560.824
52624,SO - 0001121,2017-05-31,Ascend Ltd,Product 25,Distributor,6,6117.1,36702.600000000006,4343.141,CT,Hartford County,Connecticut,Northeast,41.7607,-72.60765,5342315.484
52625,SO - 0003983,2017-05-31,Skyvu Group,Product 25,Distributor,11,3209.3,35302.3,1347.906,IL,Will County,Illinois,Midwest,41.68178,-88.20282,5342315.484
52626,SO - 0004427,2017-05-31,SEINDNI Corp,Product 26,Wholesale,10,2974.8,29748.0,1665.8880000000001,FL,Sarasota County,Florida,South,27.04422,-82.23593,5685138.2700000005
52627,SO - 0006582,2017-05-31,Camido Company,Product 26,Export,12,1822.4,21868.800000000003,1093.44,NJ,Middlesex County,New Jersey,Northeast,40.50399,-74.34941,5685138.2700000005
52628,SO - 0008010,2017-05-31,Rochester Group,Product 3,Wholesale,5,3912.8,19564.0,2856.344,IN,Johnson County,Indiana,Midwest,39.58265,-86.095,2642352.432
52629,SO - 0009382,2017-05-31,Twinte Group,Product 13,Wholesale,11,1728.6000000000001,19014.600000000002,1175.448,CA,San Diego County,California,West,33.20004,-117.24254,3720639.645
52630,SO - 000834,2017-05-31,Skyble Corp,Product 23,Wholesale,6,3618.0,21708.0,1447.2,OH,Greene County,Ohio,Midwest,39.72765,-84.03425,1135815.7580000001
52631,SO - 0001607,2017-05-31,Feednation Corp,Product 22,Wholesale,9,2666.6,23999.399999999998,1999.9499999999998,IN,Hamilton County,Indiana,Midwest,39.96548,-86.14837,663601.902
52632,SO - 0001691,2017-05-31,Muxo Group,Product 16,Distributor,5,1025.1000000000001,5125.500000000001,768.825,TX,Williamson County/Travis County,Texas,South,30.51457,-97.81922,2062061.144
52633,SO - 0002492,2017-05-31,Snaptags Ltd,Product 26,Export,5,2224.4,11122.0,1201.1760000000002,CA,Los Angeles County,California,West,34.57943,-118.11646,5685138.2700000005
52634,SO - 0005357,2017-05-31,Holston Company,Product 13,Distributor,8,1085.4,8683.2,759.78,CA,San Mateo County,California,West,37.48522,-122.23635,3720639.645
52635,SO - 0006738,2017-05-31,Holston Company,Product 3,Distributor,5,1996.6000000000001,9983.0,1078.1640000000002,AZ,Maricopa County,Arizona,West,33.53865,-112.18599,2642352.432
52636,SO - 0007837,2017-05-31,Flipbug Ltd,Product 29,Wholesale,11,2546.0,28006.0,1171.16,IA,Polk County,Iowa,Midwest,41.72971,-93.60577,594471.5700000001
52637,SO - 0009985,2017-05-31,Walgreen Corp,Product 9,Wholesale,5,6425.3,32126.5,3662.421,IN,Hamilton County,Indiana,Midwest,39.96392,-85.92802,710415.405
52638,SO - 0001718,2017-06-01,Aveda Group,Product 4,Export,10,2680.0,26800.0,2224.4,TX,Hidalgo County,Texas,South,26.30174,-98.16334,2885560.824
52639,SO - 0003299,2017-06-01,WOCKHARDT Group,Product 7,Wholesale,6,241.20000000000002,1447.2,151.95600000000002,UT,Salt Lake County,Utah,West,40.76078,-111.89105,889737.555
52640,SO - 0003603,2017-06-01,Mycone Ltd,Product 10,Wholesale,9,964.8000000000001,8683.2,501.696,NY,Erie County,New York,Northeast,43.01164,-78.75715,864331.624
52641,SO - 0005081,2017-06-01,Accord Group,Product 30,Wholesale,5,3979.8,19899.0,2467.476,GA,Fulton County/Cobb County,Georgia,South,34.03945,-84.35095,1011609.684
52642,SO - 0006866,2017-06-01,Omba Group,Product 2,Distributor,7,261.3,1829.1000000000001,209.04000000000002,MI,Macomb County,Michigan,Midwest,42.59034,-82.91695,3050087.565
52643,SO - 0007110,2017-06-01,Fivebridge Ltd,Product 16,Distributor,7,3973.1,27811.7,2383.8599999999997,AZ,Maricopa County,Arizona,West,33.30616,-111.84125,2062061.144
52644,SO - 0004634,2017-06-01,Liberty Group,Product 18,Distributor,12,1936.3,23235.6,1568.403,CA,Sacramento County,California,West,38.67796,-121.17606,2309499.045
52645,SO - 0005849,2017-06-01,Browsetype Corp,Product 23,Wholesale,5,3778.8,18894.0,1662.672,NJ,Passaic County,New Jersey,Northeast,40.94585,-74.24508,1135815.7580000001
52646,SO - 0005855,2017-06-01,Divanoodle Ltd,Product 14,Distributor,11,3899.4,42893.4,2456.6220000000003,MA,Middlesex County,Massachusetts,Northeast,42.63342,-71.31617,4028698.4090000005
52647,SO - 0006220,2017-06-01,Eire Corp,Product 11,Wholesale,11,944.7,10391.7,765.2070000000001,FL,Brevard County,Florida,South,28.08363,-80.60811,1230458.484
52648,SO - 0006592,2017-06-01,Kaymbo Company,Product 26,Wholesale,5,1922.9,9614.5,1211.4270000000001,TX,Tarrant County,Texas,South,32.8343,-97.2289,5685138.2700000005
52649,SO - 0009249,2017-06-01,Johnson Ltd,Product 2,Wholesale,6,1072.0,6432.0,825.44,IL,Cook County,Illinois,Midwest,42.04639,-87.69435,3050087.565
52650,SO - 000967,2017-06-01,Fivechat Company,Product 26,Wholesale,8,2412.0,19296.0,1447.2,CA,Stanislaus County,California,West,37.49466,-120.84659,5685138.2700000005
52651,SO - 0001605,2017-06-01,Amerisourc Corp,Product 25,Wholesale,10,2244.5,22445.0,1346.7,FL,Sarasota County,Florida,South,27.04422,-82.23593,5342315.484
52652,SO - 0003743,2017-06-01,Lazzy Group,Product 5,Wholesale,5,3819.0,19095.0,2826.06,CO,El Paso County,Colorado,West,38.83388,-104.82136,3925424.5420000004
52653,SO - 0004787,2017-06-01,Oozz Group,Product 13,Wholesale,6,3484.0,20904.0,1567.8,NE,Douglas County,Nebraska,Midwest,41.25861,-95.93779,3720639.645
52654,SO - 0007407,2017-06-01,Wordtune Company,Product 26,Distributor,12,1889.4,22672.800000000003,963.594,WI,Eau Claire County/Chippewa County,Wisconsin,Midwest,44.81966,-91.49488,5685138.2700000005
52655,SO - 0009086,2017-06-01,Aromaticos Company,Product 14,Wholesale,10,1889.4,18894.0,1322.58,MA,Bristol County,Massachusetts,Northeast,41.70149,-71.15505,4028698.4090000005
52656,SO - 0009963,2017-06-01,Pixoboo Corp,Product 6,Distributor,5,1835.8,9179.0,972.974,CA,Los Angeles County,California,West,33.9164,-118.35257,1672229.416
52657,SO - 0010015,2017-06-01,Kare Corp,Product 25,Distributor,12,1259.6000000000001,15115.2,516.436,NH,Hillsborough County,New Hampshire,Northeast,42.99564,-71.45479,5342315.484
52658,SO - 0009217,2017-06-01,WOCKHARDT Group,Product 20,Export,12,6365.0,76380.0,4582.8,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,2067108.1199999999
52659,SO - 0001650,2017-06-01,Family Corp,Product 15,Export,12,1721.9,20662.800000000003,1411.958,CT,Hartford County,Connecticut,Northeast,41.66121,-72.77954,3299478.315
52660,SO - 0006368,2017-06-01,Realbuzz Ltd,Product 18,Distributor,5,214.4,1072.0,132.928,CT,Fairfield County,Connecticut,Northeast,41.20569,-73.12799,2309499.045
52661,SO - 0007563,2017-06-01,Roomm Company,Product 29,Export,12,2639.8,31677.600000000002,1293.502,IL,Will County,Illinois,Midwest,41.68178,-88.20282,594471.5700000001
52662,SO - 0008578,2017-06-01,Deseret Group,Product 20,Distributor,7,4013.3,28093.100000000002,2809.31,IL,Kendall County/Kane County/Will County/DuPage County,Illinois,Midwest,41.76346,-88.2901,2067108.1199999999
52663,SO - 000205,2017-06-01,Revitol Company,Product 21,Wholesale,8,5916.1,47328.8,4673.719,IN,Tippecanoe County,Indiana,Midwest,40.47811,-86.95599,959899.2180000001
52664,SO - 000666,2017-06-01,American Corp,Product 2,Wholesale,11,5782.1,63603.100000000006,4394.396000000001,CA,San Bernardino County,California,West,34.05557,-117.18254,3050087.565
52665,SO - 0002546,2017-06-01,ALK-Abello Ltd,Product 22,Distributor,11,837.5,9212.5,703.5,CA,Los Angeles County,California,West,34.13612,-117.86534,663601.902
52666,SO - 0004972,2017-06-01,Bath Group,Product 4,Distributor,9,1025.1000000000001,9225.900000000001,830.3310000000001,SC,Lexington County/Richland County,South Carolina,South,34.0291,-80.89804,2885560.824
52667,SO - 0006686,2017-06-01,Skinder Group,Product 5,Distributor,11,1822.4,20046.4,1221.008,IL,Cook County,Illinois,Midwest,41.84333,-87.79093,3925424.5420000004
52668,SO - 0007937,2017-06-01,Trunyx Ltd,Product 28,Distributor,11,5065.2,55717.2,4102.812,CA,Sacramento County,California,West,38.70712,-121.28106,1003867.767
52669,SO - 0008277,2017-06-01,Feednation Corp,Product 5,Export,12,964.8000000000001,11577.6,472.752,AR,Craighead County,Arkansas,South,35.8423,-90.70428,3925424.5420000004
52670,SO - 0010556,2017-06-01,Voolith Ltd,Product 26,Wholesale,6,3383.5,20301.0,2774.47,IN,Vanderburgh County,Indiana,Midwest,37.97476,-87.55585,5685138.2700000005
52671,SO - 0010568,2017-06-01,Livepath Corp,Product 14,Wholesale,10,1768.8,17688.0,1238.1599999999999,MA,Middlesex County,Massachusetts,Northeast,42.41843,-71.10616,4028698.4090000005
52672,SO - 000207,2017-06-01,SEINDNI Corp,Product 12,Wholesale,7,1855.9,12991.300000000001,1447.602,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,1356976.996
52673,SO - 000513,2017-06-01,Avavee Group,Product 25,Distributor,11,3946.3,43409.3,2012.613,NJ,Monmouth County,New Jersey,Northeast,40.40709,-74.06984,5342315.484
52674,SO - 0002024,2017-06-01,Dazzlesphe Corp,Product 1,Wholesale,12,3939.6,47275.2,3230.4719999999998,TX,Smith County,Texas,South,32.35126,-95.30106,3016489.209
52675,SO - 0002819,2017-06-01,Voolia Ltd,Product 22,Wholesale,8,2398.6,19188.8,1798.9499999999998,WA,Pierce County,Washington,West,47.17176,-122.51846,663601.902
52676,SO - 0003337,2017-06-01,Avamba Company,Product 2,Distributor,6,1092.1000000000001,6552.6,644.339,GA,DeKalb County,Georgia,South,33.85844,-84.3402,3050087.565
52677,SO - 0004480,2017-06-01,Voolia Ltd,Product 15,Wholesale,7,3946.3,27624.100000000002,2920.262,MA,Worcester County,Massachusetts,Northeast,42.26259,-71.80229,3299478.315
52678,SO - 0007506,2017-06-01,Colgate-Pa Group,Product 17,Export,8,1695.1000000000001,13560.800000000001,983.158,AL,Shelby County/Jefferson County,Alabama,South,33.52744,-86.79905,2119616.824
52679,SO - 0002230,2017-06-02,Avavee Group,Product 4,Wholesale,7,1715.2,12006.4,1149.1840000000002,VA,Richmond city,Virginia,South,37.55376,-77.46026,2885560.824
52680,SO - 0003580,2017-06-02,Avavee Group,Product 4,Distributor,11,3825.7000000000003,42082.700000000004,1912.8500000000001,WY,Laramie County,Wyoming,West,41.13998,-104.82025,2885560.824
52681,SO - 0007369,2017-06-02,Safecor Corp,Product 16,Wholesale,8,5272.900000000001,42183.200000000004,2372.8050000000003,CA,Orange County,California,West,33.87029,-117.92534,2062061.144
52682,SO - 0008916,2017-06-02,Tambee Company,Product 9,Export,6,1132.3,6793.799999999999,611.442,FL,Pinellas County,Florida,South,27.77086,-82.67927,710415.405
52683,SO - 0009720,2017-06-02,Wordpedia Ltd,Product 5,Distributor,7,1025.1000000000001,7175.700000000001,420.29100000000005,IL,Cook County,Illinois,Midwest,41.71087,-87.75811,3925424.5420000004
52684,SO - 0010428,2017-06-02,Terumo Corp,Product 14,Distributor,12,174.20000000000002,2090.4,94.06800000000001,FL,Miami-Dade County,Florida,South,25.81954,-80.35533,4028698.4090000005
52685,SO - 0009484,2017-06-02,Johnson Ltd,Product 28,Wholesale,12,958.1,11497.2,411.983,CA,San Bernardino County,California,West,34.53611,-117.29116,1003867.767
52686,SO - 0010191,2017-06-02,American Corp,Product 19,Distributor,9,891.1,8019.900000000001,436.639,CA,Santa Clara County,California,West,37.36883,-122.03635,1645841.6
52687,SO - 000283,2017-06-02,Topco Company,Product 4,Wholesale,12,938.0,11256.0,412.72,IL,Lake County,Illinois,Midwest,42.37285,-87.94653,2885560.824
52688,SO - 0001185,2017-06-02,Bath Group,Product 6,Export,7,3671.6,25701.2,1652.22,NE,Hall County,Nebraska,Midwest,40.92501,-98.34201,1672229.416
52689,SO - 0007718,2017-06-02,Bath Group,Product 13,Distributor,11,3953.0,43483.0,2648.51,VA,Virginia Beach city,Virginia,South,36.85293,-75.97799,3720639.645
52690,SO - 0010537,2017-06-02,Colgate-Pa Group,Product 15,Distributor,7,991.6,6941.2,485.884,LA,Calcasieu Parish,Louisiana,South,30.22659,-93.21738,3299478.315
52691,SO - 0008263,2017-06-02,Blogtags Ltd,Product 28,Export,8,6318.1,50544.8,4738.575000000001,WA,Whatcom County,Washington,West,48.75955,-122.48822,1003867.767
52692,SO - 0001616,2017-06-02,Bluezoom Group,Product 1,Wholesale,9,1742.0,15678.0,1393.6000000000001,TX,Martin County/Midland County,Texas,South,32.02464,-102.11347,3016489.209
52693,SO - 0003823,2017-06-02,Arbor Company,Product 4,Distributor,5,737.0,3685.0,346.39,GA,Muscogee County,Georgia,South,32.46098,-84.98771,2885560.824
52694,SO - 0004544,2017-06-02,Twinte Group,Product 15,Export,9,2412.0,21708.0,1206.0,FL,Leon County,Florida,South,30.43826,-84.28073,3299478.315
52695,SO - 0004728,2017-06-02,Zava Group,Product 3,Distributor,10,1118.9,11189.0,760.8520000000001,NY,Erie County,New York,Northeast,42.98337,-78.87567,2642352.432
52696,SO - 0005085,2017-06-02,Brightdog Corp,Product 14,Wholesale,5,5293.0,26465.0,3122.87,AZ,Maricopa County,Arizona,West,33.44838,-112.07404,4028698.4090000005
52697,SO - 0005878,2017-06-02,Aibox Company,Product 29,Distributor,5,207.70000000000002,1038.5,120.46600000000001,MA,Middlesex County,Massachusetts,Northeast,42.37649,-71.23561,594471.5700000001
52698,SO - 0007555,2017-06-02,Zava Group,Product 14,Wholesale,7,1708.5,11959.5,1042.185,CO,Jefferson County/Adams County,Colorado,West,39.83373,-105.15031,4028698.4090000005
52699,SO - 0009722,2017-06-02,Janyx Group,Product 15,Distributor,10,5614.6,56146.0,3761.7820000000006,TX,Lubbock County,Texas,South,33.57786,-101.85517,3299478.315
52700,SO - 0010765,2017-06-02,Livepath Corp,Product 1,Distributor,8,1018.4,8147.2,661.96,MI,Oakland County,Michigan,Midwest,42.48948,-83.14465,3016489.209
52701,SO - 0008893,2017-06-02,Mydeo Ltd,Product 1,Wholesale,9,3919.5,35275.5,2978.82,CT,Fairfield County,Connecticut,Northeast,41.39482,-73.45401,3016489.209
52702,SO - 0008596,2017-06-02,Avavee Group,Product 15,Distributor,6,2391.9,14351.400000000001,1602.573,CA,Yolo County,California,West,38.58046,-121.53023,3299478.315
52703,SO - 0009162,2017-06-02,Buzzbean Group,Product 2,Export,12,3926.2000000000003,47114.4,1845.314,AZ,Maricopa County/Yavapai County,Arizona,West,33.7862,-112.30801,3050087.565
52704,SO - 0002316,2017-06-02,Tekfly Group,Product 6,Wholesale,11,3611.3,39724.3,2780.701,CA,Orange County,California,West,33.64697,-117.68922,1672229.416
52705,SO - 0002399,2017-06-02,Cogilith Group,Product 7,Distributor,6,234.5,1407.0,103.18,CT,Hartford County,Connecticut,Northeast,41.67176,-72.94927,889737.555
